_id,Year,County,Hospital,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LONGITUDE,LATITUDE
3106,2014,Riverside,Riverside Community Hospital,Colon,64,,-117.37997,33.97641
3107,2014,Riverside,Riverside Community Hospital,Breast,134,,-117.37997,33.97641
3108,2014,Riverside,Riverside Community Hospital,Brain,4,,-117.37997,33.97641
3109,2014,Riverside,Riverside Community Hospital,Bladder,4,,-117.37997,33.97641
3110,2014,Riverside,Riverside Community Hospital,Stomach,6,,-117.37997,33.97641
3111,2014,Riverside,Riverside Community Hospital,Lung,25,,-117.37997,33.97641
3112,2014,Riverside,San Gorgonio Memorial Hospital,Rectum,1,,-116.94678,33.9295
3113,2014,Riverside,San Gorgonio Memorial Hospital,Colon,5,,-116.94678,33.9295
3114,2014,Riverside,San Gorgonio Memorial Hospital,Breast,11,,-116.94678,33.9295
3115,2014,Riverside,Menifee Valley Medical Center,Rectum,2,,-117.15691,33.72146
3116,2014,Riverside,Menifee Valley Medical Center,Colon,9,,-117.15691,33.72146
3117,2014,Riverside,Menifee Valley Medical Center,Breast,24,,-117.15691,33.72146
3118,2014,Riverside,Kaiser Foundation Hospital – Riverside,Stomach,4,,-117.47082,33.9063
3119,2014,Riverside,Kaiser Foundation Hospital – Riverside,Rectum,16,,-117.47082,33.9063
3120,2014,Riverside,Kaiser Foundation Hospital – Riverside,Prostate,2,,-117.47082,33.9063
3121,2014,Riverside,Kaiser Foundation Hospital – Riverside,Pancreas,5,,-117.47082,33.9063
3122,2014,Riverside,Kaiser Foundation Hospital – Riverside,Lung,27,,-117.47082,33.9063
3123,2014,Riverside,Kaiser Foundation Hospital – Riverside,Liver,6,,-117.47082,33.9063
3124,2014,Riverside,Kaiser Foundation Hospital – Riverside,Esophagus,6,,-117.47082,33.9063
3125,2014,Riverside,Kaiser Foundation Hospital – Riverside,Colon,56,,-117.47082,33.9063
3126,2014,Riverside,Kaiser Foundation Hospital – Riverside,Breast,181,,-117.47082,33.9063
3127,2014,Riverside,Kaiser Foundation Hospital – Riverside,Bladder,2,,-117.47082,33.9063
3128,2014,Riverside,Kaiser Foundation Hospital – Moreno Valley,Colon,9,,-117.18094,33.89519
3129,2014,Riverside,Kaiser Foundation Hospital – Moreno Valley,Breast,19,,-117.18094,33.89519
3130,2014,Riverside,Southwest Healthcare System – Murrieta,Rectum,13,,-117.18488,33.55788
3131,2014,Riverside,Southwest Healthcare System – Murrieta,Prostate,30,,-117.18488,33.55788
3132,2014,Riverside,Southwest Healthcare System – Murrieta,Pancreas,2,,-117.18488,33.55788
3133,2014,Riverside,Southwest Healthcare System – Murrieta,Esophagus,1,,-117.18488,33.55788
3134,2014,Riverside,Southwest Healthcare System – Murrieta,Breast,54,,-117.18488,33.55788
3135,2014,Riverside,Southwest Healthcare System – Murrieta,Brain,24,,-117.18488,33.55788
3136,2014,Riverside,Southwest Healthcare System – Murrieta,Bladder,5,,-117.18488,33.55788
3137,2014,Riverside,Southwest Healthcare System – Murrieta,Colon,33,,-117.18488,33.55788
3138,2014,Riverside,Riverside County Regional Medical Center,Stomach,5,,-117.19525,33.91187
3139,2014,Riverside,Riverside County Regional Medical Center,Rectum,8,,-117.19525,33.91187
3140,2014,Riverside,Riverside County Regional Medical Center,Prostate,4,,-117.19525,33.91187
3141,2014,Riverside,Riverside County Regional Medical Center,Lung,4,,-117.19525,33.91187
3142,2014,Riverside,Riverside County Regional Medical Center,Liver,5,,-117.19525,33.91187
3143,2014,Riverside,Riverside County Regional Medical Center,Colon,18,,-117.19525,33.91187
3144,2014,Riverside,Riverside County Regional Medical Center,Breast,46,,-117.19525,33.91187
3145,2014,Riverside,Riverside County Regional Medical Center,Brain,7,,-117.19525,33.91187
3146,2014,Riverside,Riverside County Regional Medical Center,Bladder,3,,-117.19525,33.91187
3147,2014,Riverside,Temecula Valley Hospital,Rectum,1,,-117.1048018,33.4795943
3148,2014,Riverside,Temecula Valley Hospital,Pancreas,1,,-117.1048018,33.4795943
3149,2014,Riverside,Temecula Valley Hospital,Lung,1,,-117.1048018,33.4795943
3150,2014,Riverside,Temecula Valley Hospital,Colon,3,,-117.1048018,33.4795943
3151,2014,Riverside,Temecula Valley Hospital,Breast,10,,-117.1048018,33.4795943
3152,2014,Riverside,Loma Linda University Medical Center – Murrieta,Stomach,2,,-117.1624483,33.6122263
3153,2014,Riverside,Loma Linda University Medical Center – Murrieta,Rectum,6,,-117.1624483,33.6122263
3154,2014,Riverside,Loma Linda University Medical Center – Murrieta,Prostate,1,,-117.1624483,33.6122263
3155,2014,Riverside,Loma Linda University Medical Center – Murrieta,Lung,17,,-117.1624483,33.6122263
3156,2014,Riverside,Loma Linda University Medical Center – Murrieta,Colon,20,,-117.1624483,33.6122263
3157,2014,Riverside,Loma Linda University Medical Center – Murrieta,Breast,83,,-117.1624483,33.6122263
3158,2014,Riverside,Loma Linda University Medical Center – Murrieta,Brain,10,,-117.1624483,33.6122263
3159,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Stomach,7,,-121.39232,38.60197
3160,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Rectum,8,,-121.39232,38.60197
3161,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Pancreas,5,,-121.39232,38.60197
3162,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Lung,20,,-121.39232,38.60197
3163,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Liver,10,,-121.39232,38.60197
3164,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Colon,51,,-121.39232,38.60197
3165,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Breast,180,,-121.39232,38.60197
3166,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Brain,67,,-121.39232,38.60197
3167,2014,Sacramento,Kaiser Foundation Hospital – Sacramento,Bladder,6,,-121.39232,38.60197
3168,2014,Sacramento,Mercy General Hospital,Stomach,5,,-121.45271,38.56955
3169,2014,Sacramento,Mercy General Hospital,Rectum,15,,-121.45271,38.56955
3170,2014,Sacramento,Mercy General Hospital,Prostate,5,,-121.45271,38.56955
3171,2014,Sacramento,Mercy General Hospital,Lung,2,,-121.45271,38.56955
3172,2014,Sacramento,Mercy General Hospital,Liver,1,,-121.45271,38.56955
3173,2014,Sacramento,Mercy General Hospital,Colon,42,,-121.45271,38.56955
3174,2014,Sacramento,Mercy General Hospital,Breast,148,,-121.45271,38.56955
3175,2014,Sacramento,Mercy General Hospital,Brain,20,,-121.45271,38.56955
3176,2014,Sacramento,Mercy General Hospital,Bladder,2,,-121.45271,38.56955
3177,2014,Sacramento,Mercy San Juan Hospital,Pancreas,1,,-121.31261,38.66818
3178,2014,Sacramento,Mercy San Juan Hospital,Stomach,5,,-121.31261,38.66818
3179,2014,Sacramento,Mercy San Juan Hospital,Rectum,6,,-121.31261,38.66818
3180,2014,Sacramento,Mercy San Juan Hospital,Prostate,51,,-121.31261,38.66818
3181,2014,Sacramento,Mercy San Juan Hospital,Lung,31,,-121.31261,38.66818
3182,2014,Sacramento,Mercy San Juan Hospital,Liver,1,,-121.31261,38.66818
3183,2014,Sacramento,Mercy San Juan Hospital,Esophagus,2,,-121.31261,38.66818
3184,2014,Sacramento,Mercy San Juan Hospital,Colon,29,,-121.31261,38.66818
3185,2014,Sacramento,Mercy San Juan Hospital,Breast,68,,-121.31261,38.66818
3186,2014,Sacramento,Mercy San Juan Hospital,Brain,31,,-121.31261,38.66818
3187,2014,Sacramento,Methodist Hospital of Sacramento,Stomach,2,,-121.41744,38.46416
3188,2014,Sacramento,Methodist Hospital of Sacramento,Rectum,4,,-121.41744,38.46416
3189,2014,Sacramento,Methodist Hospital of Sacramento,Pancreas,1,,-121.41744,38.46416
3190,2014,Sacramento,Methodist Hospital of Sacramento,Colon,18,,-121.41744,38.46416
3191,2014,Sacramento,Methodist Hospital of Sacramento,Breast,126,,-121.41744,38.46416
3192,2014,Sacramento,UC Davis Medical Center,Rectum,16,,-121.45738,38.55438
3193,2014,Sacramento,UC Davis Medical Center,Prostate,75,,-121.45738,38.55438
3194,2014,Sacramento,UC Davis Medical Center,Pancreas,22,,-121.45738,38.55438
3195,2014,Sacramento,UC Davis Medical Center,Liver,15,,-121.45738,38.55438
3196,2014,Sacramento,UC Davis Medical Center,Esophagus,15,,-121.45738,38.55438
3197,2014,Sacramento,UC Davis Medical Center,Colon,23,,-121.45738,38.55438
3198,2014,Sacramento,UC Davis Medical Center,Breast,202,,-121.45738,38.55438
3199,2014,Sacramento,UC Davis Medical Center,Brain,45,,-121.45738,38.55438
3200,2014,Sacramento,UC Davis Medical Center,Bladder,28,,-121.45738,38.55438
3201,2014,Sacramento,UC Davis Medical Center,Lung,50,,-121.45738,38.55438
3202,2014,Sacramento,UC Davis Medical Center,Stomach,8,,-121.45738,38.55438
3203,2014,Sacramento,Sutter General Hospital,Stomach,9,,-121.47008,38.57176
3204,2014,Sacramento,Sutter General Hospital,Rectum,13,,-121.47008,38.57176
3205,2014,Sacramento,Sutter General Hospital,Prostate,56,,-121.47008,38.57176
3206,2014,Sacramento,Sutter General Hospital,Pancreas,10,,-121.47008,38.57176
3207,2014,Sacramento,Sutter General Hospital,Lung,13,,-121.47008,38.57176
3208,2014,Sacramento,Sutter General Hospital,Liver,14,,-121.47008,38.57176
3209,2014,Sacramento,Sutter General Hospital,Esophagus,4,,-121.47008,38.57176
3210,2014,Sacramento,Sutter General Hospital,Colon,60,,-121.47008,38.57176
3211,2014,Sacramento,Sutter General Hospital,Breast,308,,-121.47008,38.57176
3212,2014,Sacramento,Sutter General Hospital,Brain,34,,-121.47008,38.57176
3213,2014,Sacramento,Sutter Memorial Hospital,Lung,10,,-121.43948,38.57071
3214,2014,Sacramento,Sutter Memorial Hospital,Colon,4,,-121.43948,38.57071
3215,2014,Sacramento,Sutter Memorial Hospital,Brain,20,,-121.43948,38.57071
3216,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Stomach,4,,-121.42409,38.47144
3217,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Rectum,21,,-121.42409,38.47144
3218,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Prostate,136,,-121.42409,38.47144
3219,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Lung,21,,-121.42409,38.47144
3220,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Liver,10,,-121.42409,38.47144
3221,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Esophagus,3,,-121.42409,38.47144
3222,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Colon,52,,-121.42409,38.47144
3223,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Breast,227,,-121.42409,38.47144
3224,2014,Sacramento,Kaiser Foundation Hospital – South Sacramento,Bladder,19,,-121.42409,38.47144
3225,2014,Sacramento,Mercy Hospital – Folsom,Rectum,2,,-121.1428,38.67223
3226,2014,Sacramento,Mercy Hospital – Folsom,Prostate,51,,-121.1428,38.67223
3227,2014,Sacramento,Mercy Hospital – Folsom,Colon,14,,-121.1428,38.67223
3228,2014,Sacramento,Mercy Hospital – Folsom,Breast,40,,-121.1428,38.67223
3229,2014,Sacramento,Mercy Hospital – Folsom,Bladder,2,,-121.1428,38.67223
3230,2014,San Benito,Hazel Hawkins Memorial Hospital,Colon,8,,-121.38609,36.835
3231,2014,San Benito,Hazel Hawkins Memorial Hospital,Breast,14,,-121.38609,36.835
3232,2014,San Bernardino,Chino Valley Medical Center,Prostate,1,,-117.687,34.02626
3233,2014,San Bernardino,Chino Valley Medical Center,Colon,7,,-117.687,34.02626
3234,2014,San Bernardino,Chino Valley Medical Center,Breast,4,,-117.687,34.02626
3235,2014,San Bernardino,Montclair Hospital Medical Center,Liver,1,,-117.69603,34.07774
3236,2014,San Bernardino,Montclair Hospital Medical Center,Colon,4,,-117.69603,34.07774
3237,2014,San Bernardino,Montclair Hospital Medical Center,Breast,13,,-117.69603,34.07774
3238,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Stomach,7,,-117.43549,34.0725
3239,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Lung,44,,-117.43549,34.0725
3240,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Rectum,27,,-117.43549,34.0725
3241,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Prostate,133,,-117.43549,34.0725
3242,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Pancreas,4,,-117.43549,34.0725
3243,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Liver,2,,-117.43549,34.0725
3244,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Esophagus,8,,-117.43549,34.0725
3245,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Colon,92,,-117.43549,34.0725
3246,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Breast,440,,-117.43549,34.0725
3247,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Brain,40,,-117.43549,34.0725
3248,2014,San Bernardino,Kaiser Foundation Hospital – Fontana,Bladder,13,,-117.43549,34.0725
3249,2014,San Bernardino,Loma Linda University Medical Center,Pancreas,13,,-117.26146,34.05164
3250,2014,San Bernardino,Loma Linda University Medical Center,Stomach,7,,-117.26146,34.05164
3251,2014,San Bernardino,Loma Linda University Medical Center,Rectum,24,,-117.26146,34.05164
3252,2014,San Bernardino,Loma Linda University Medical Center,Prostate,72,,-117.26146,34.05164
3253,2014,San Bernardino,Loma Linda University Medical Center,Lung,28,,-117.26146,34.05164
3254,2014,San Bernardino,Loma Linda University Medical Center,Liver,14,,-117.26146,34.05164
3255,2014,San Bernardino,Loma Linda University Medical Center,Esophagus,5,,-117.26146,34.05164
3256,2014,San Bernardino,Loma Linda University Medical Center,Colon,41,,-117.26146,34.05164
3257,2014,San Bernardino,Loma Linda University Medical Center,Breast,143,,-117.26146,34.05164
3258,2014,San Bernardino,Loma Linda University Medical Center,Brain,30,,-117.26146,34.05164
3259,2014,San Bernardino,Loma Linda University Medical Center,Bladder,24,,-117.26146,34.05164
3260,2014,San Bernardino,Redlands Community Hospital,Stomach,4,,-117.2044,34.03699
3261,2014,San Bernardino,Redlands Community Hospital,Rectum,5,,-117.2044,34.03699
3262,2014,San Bernardino,Redlands Community Hospital,Lung,6,,-117.2044,34.03699
3263,2014,San Bernardino,Redlands Community Hospital,Colon,42,,-117.2044,34.03699
3264,2014,San Bernardino,Redlands Community Hospital,Breast,119,,-117.2044,34.03699
3265,2014,San Bernardino,Redlands Community Hospital,Prostate,27,,-117.2044,34.03699
3266,2014,San Bernardino,Redlands Community Hospital,Brain,5,,-117.2044,34.03699
3267,2014,San Bernardino,Redlands Community Hospital,Bladder,9,,-117.2044,34.03699
3268,2014,San Bernardino,San Antonio Community Hospital,Stomach,3,,-117.63828,34.10056
3269,2014,San Bernardino,San Antonio Community Hospital,Rectum,8,,-117.63828,34.10056
3270,2014,San Bernardino,San Antonio Community Hospital,Pancreas,1,,-117.63828,34.10056
3271,2014,San Bernardino,San Antonio Community Hospital,Lung,13,,-117.63828,34.10056
3272,2014,San Bernardino,San Antonio Community Hospital,Colon,34,,-117.63828,34.10056
3273,2014,San Bernardino,San Antonio Community Hospital,Brain,11,,-117.63828,34.10056
3274,2014,San Bernardino,San Antonio Community Hospital,Breast,128,,-117.63828,34.10056
3275,2014,San Bernardino,San Antonio Community Hospital,Prostate,20,,-117.63828,34.10056
3276,2014,San Bernardino,Community Hospital of San Bernardino,Rectum,5,,-117.32245,34.13138
3277,2014,San Bernardino,Community Hospital of San Bernardino,Liver,1,,-117.32245,34.13138
3278,2014,San Bernardino,Community Hospital of San Bernardino,Colon,7,,-117.32245,34.13138
3279,2014,San Bernardino,Community Hospital of San Bernardino,Breast,30,,-117.32245,34.13138
3280,2014,San Bernardino,Saint Bernardine Medical Center,Stomach,5,,-117.27865,34.1341
3281,2014,San Bernardino,Saint Bernardine Medical Center,Rectum,6,,-117.27865,34.1341
3282,2014,San Bernardino,Saint Bernardine Medical Center,Prostate,83,,-117.27865,34.1341
3283,2014,San Bernardino,Saint Bernardine Medical Center,Lung,20,,-117.27865,34.1341
3284,2014,San Bernardino,Saint Bernardine Medical Center,Liver,3,,-117.27865,34.1341
3285,2014,San Bernardino,Saint Bernardine Medical Center,Colon,26,,-117.27865,34.1341
3286,2014,San Bernardino,Saint Bernardine Medical Center,Breast,61,,-117.27865,34.1341
3287,2014,San Bernardino,Saint Bernardine Medical Center,Brain,5,,-117.27865,34.1341
3288,2014,San Bernardino,Saint Bernardine Medical Center,Bladder,7,,-117.27865,34.1341
3289,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Stomach,1,,-117.26535,34.54053
3290,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Rectum,6,,-117.26535,34.54053
3291,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Lung,6,,-117.26535,34.54053
3292,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Liver,2,,-117.26535,34.54053
3293,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Colon,26,,-117.26535,34.54053
3294,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Breast,54,,-117.26535,34.54053
3295,2014,San Bernardino,Saint Mary Medical Center – Apple Valley,Prostate,14,,-117.26535,34.54053
3296,2014,San Bernardino,Victor Valley Global Medical Center,Rectum,1,,-117.2925622,34.5281768
3297,2014,San Bernardino,Victor Valley Global Medical Center,Colon,14,,-117.2925622,34.5281768
3298,2014,San Bernardino,Victor Valley Global Medical Center,Breast,29,,-117.2925622,34.5281768
3299,2014,San Bernardino,Hi-Desert Medical Center,Rectum,1,,-116.27654,34.13323
3300,2014,San Bernardino,Hi-Desert Medical Center,Colon,4,,-116.27654,34.13323
3301,2014,San Bernardino,Desert Valley Hospital,Rectum,1,,-117.29778,34.47093
3302,2014,San Bernardino,Desert Valley Hospital,Prostate,26,,-117.29778,34.47093
3303,2014,San Bernardino,Desert Valley Hospital,Lung,3,,-117.29778,34.47093
3304,2014,San Bernardino,Desert Valley Hospital,Colon,11,,-117.29778,34.47093
3305,2014,San Bernardino,Desert Valley Hospital,Breast,6,,-117.29778,34.47093
3306,2014,San Bernardino,Arrowhead Regional Medical Center,Stomach,1,,-117.3527761,34.07163215
3307,2014,San Bernardino,Arrowhead Regional Medical Center,Rectum,10,,-117.3527761,34.07163215
3308,2014,San Bernardino,Arrowhead Regional Medical Center,Prostate,7,,-117.3527761,34.07163215
3309,2014,San Bernardino,Arrowhead Regional Medical Center,Pancreas,1,,-117.3527761,34.07163215
3310,2014,San Bernardino,Arrowhead Regional Medical Center,Lung,3,,-117.3527761,34.07163215
3311,2014,San Bernardino,Arrowhead Regional Medical Center,Liver,5,,-117.3527761,34.07163215
3312,2014,San Bernardino,Arrowhead Regional Medical Center,Esophagus,1,,-117.3527761,34.07163215
3313,2014,San Bernardino,Arrowhead Regional Medical Center,Colon,24,,-117.3527761,34.07163215
3314,2014,San Bernardino,Arrowhead Regional Medical Center,Breast,29,,-117.3527761,34.07163215
3315,2014,San Bernardino,Arrowhead Regional Medical Center,Brain,9,,-117.3527761,34.07163215
3316,2014,San Bernardino,Barstow Community Hospital,Rectum,1,,-117.0168841,34.8935263
3317,2014,San Bernardino,Barstow Community Hospital,Colon,2,,-117.0168841,34.8935263
3318,2014,San Bernardino,Barstow Community Hospital,Breast,3,,-117.0168841,34.8935263
3319,2014,San Diego,Alvarado Hospital,Rectum,1,,-117.05683,32.77708
3320,2014,San Diego,Alvarado Hospital,Prostate,10,,-117.05683,32.77708
3321,2014,San Diego,Alvarado Hospital,Lung,7,,-117.05683,32.77708
3322,2014,San Diego,Alvarado Hospital,Colon,10,,-117.05683,32.77708
3323,2014,San Diego,Alvarado Hospital,Breast,16,,-117.05683,32.77708
3324,2014,San Diego,Alvarado Hospital,Brain,5,,-117.05683,32.77708
3325,2014,San Diego,Alvarado Hospital,Bladder,1,,-117.05683,32.77708
3326,2014,San Diego,Sharp Coronado Hospital and Healthcare Center,Stomach,1,,-117.16808,32.69427
3327,2014,San Diego,Sharp Coronado Hospital and Healthcare Center,Lung,1,,-117.16808,32.69427
3328,2014,San Diego,Sharp Coronado Hospital and Healthcare Center,Colon,3,,-117.16808,32.69427
3329,2014,San Diego,Sharp Coronado Hospital and Healthcare Center,Breast,2,,-117.16808,32.69427
3330,2014,San Diego,Sharp Memorial Hospital,Liver,19,,-117.15531,32.80016
3331,2014,San Diego,Sharp Memorial Hospital,Stomach,5,,-117.15531,32.80016
3332,2014,San Diego,Sharp Memorial Hospital,Prostate,59,,-117.15531,32.80016
3333,2014,San Diego,Sharp Memorial Hospital,Pancreas,7,,-117.15531,32.80016
3334,2014,San Diego,Sharp Memorial Hospital,Lung,40,,-117.15531,32.80016
3335,2014,San Diego,Sharp Memorial Hospital,Esophagus,2,,-117.15531,32.80016
3336,2014,San Diego,Sharp Memorial Hospital,Colon,79,,-117.15531,32.80016
3337,2014,San Diego,Sharp Memorial Hospital,Breast,404,,-117.15531,32.80016
3338,2014,San Diego,Sharp Memorial Hospital,Brain,32,,-117.15531,32.80016
3339,2014,San Diego,Sharp Memorial Hospital,Bladder,10,,-117.15531,32.80016
3340,2014,San Diego,Sharp Memorial Hospital,Rectum,28,,-117.15531,32.80016
3341,2014,San Diego,Fallbrook Hospital District,Colon,1,,-117.24509,33.38026
3342,2014,San Diego,Fallbrook Hospital District,Breast,10,,-117.24509,33.38026
3343,2014,San Diego,Grossmont Hospital,Stomach,2,,-117.00924,32.77963
3344,2014,San Diego,Grossmont Hospital,Rectum,6,,-117.00924,32.77963
3345,2014,San Diego,Grossmont Hospital,Prostate,12,,-117.00924,32.77963
3346,2014,San Diego,Grossmont Hospital,Pancreas,2,,-117.00924,32.77963
3347,2014,San Diego,Grossmont Hospital,Lung,20,,-117.00924,32.77963
3348,2014,San Diego,Grossmont Hospital,Liver,1,,-117.00924,32.77963
3349,2014,San Diego,Grossmont Hospital,Colon,61,,-117.00924,32.77963
3350,2014,San Diego,Grossmont Hospital,Breast,108,,-117.00924,32.77963
3351,2014,San Diego,Grossmont Hospital,Brain,23,,-117.00924,32.77963
3352,2014,San Diego,Kaiser Foundation Hospital – San Diego,Stomach,11,,-117.09447,32.79287
3353,2014,San Diego,Kaiser Foundation Hospital – San Diego,Rectum,5,,-117.09447,32.79287
3354,2014,San Diego,Kaiser Foundation Hospital – San Diego,Prostate,2,,-117.09447,32.79287
3355,2014,San Diego,Kaiser Foundation Hospital – San Diego,Pancreas,6,,-117.09447,32.79287
3356,2014,San Diego,Kaiser Foundation Hospital – San Diego,Lung,61,,-117.09447,32.79287
3357,2014,San Diego,Kaiser Foundation Hospital – San Diego,Liver,12,,-117.09447,32.79287
3358,2014,San Diego,Kaiser Foundation Hospital – San Diego,Esophagus,6,,-117.09447,32.79287
3359,2014,San Diego,Kaiser Foundation Hospital – San Diego,Colon,67,,-117.09447,32.79287
3360,2014,San Diego,Kaiser Foundation Hospital – San Diego,Breast,514,,-117.09447,32.79287
3361,2014,San Diego,Kaiser Foundation Hospital – San Diego,Brain,25,,-117.09447,32.79287
3362,2014,San Diego,Kaiser Foundation Hospital – San Diego,Bladder,3,,-117.09447,32.79287
3363,2014,San Diego,Scripps Mercy Hospital,Stomach,7,,-117.1609,32.75128
3364,2014,San Diego,Scripps Mercy Hospital,Rectum,38,,-117.1609,32.75128
3365,2014,San Diego,Scripps Mercy Hospital,Prostate,123,,-117.1609,32.75128
3366,2014,San Diego,Scripps Mercy Hospital,Pancreas,2,,-117.1609,32.75128
3367,2014,San Diego,Scripps Mercy Hospital,Lung,30,,-117.1609,32.75128
3368,2014,San Diego,Scripps Mercy Hospital,Liver,5,,-117.1609,32.75128
3369,2014,San Diego,Scripps Mercy Hospital,Breast,181,,-117.1609,32.75128
3370,2014,San Diego,Scripps Mercy Hospital,Brain,9,,-117.1609,32.75128
3371,2014,San Diego,Scripps Mercy Hospital,Bladder,24,,-117.1609,32.75128
3372,2014,San Diego,Scripps Mercy Hospital,Colon,112,,-117.1609,32.75128
3373,2014,San Diego,Palomar Health Downtown Campus,Stomach,4,,-117.07585,33.12622
3374,2014,San Diego,Palomar Health Downtown Campus,Rectum,7,,-117.07585,33.12622
3375,2014,San Diego,Palomar Health Downtown Campus,Prostate,130,,-117.07585,33.12622
3376,2014,San Diego,Palomar Health Downtown Campus,Lung,7,,-117.07585,33.12622
3377,2014,San Diego,Palomar Health Downtown Campus,Colon,33,,-117.07585,33.12622
3378,2014,San Diego,Palomar Health Downtown Campus,Breast,119,,-117.07585,33.12622
3379,2014,San Diego,Palomar Health Downtown Campus,Brain,11,,-117.07585,33.12622
3380,2014,San Diego,Palomar Health Downtown Campus,Bladder,17,,-117.07585,33.12622
3381,2014,San Diego,Paradise Valley Hospital,Rectum,1,,-117.0830382,32.6863293
3382,2014,San Diego,Paradise Valley Hospital,Colon,4,,-117.0830382,32.6863293
3383,2014,San Diego,Scripps Memorial Hospital – La Jolla,Stomach,7,,-117.22279,32.88506
3384,2014,San Diego,Scripps Memorial Hospital – La Jolla,Rectum,17,,-117.22279,32.88506
3385,2014,San Diego,Scripps Memorial Hospital – La Jolla,Prostate,3,,-117.22279,32.88506
3386,2014,San Diego,Scripps Memorial Hospital – La Jolla,Pancreas,1,,-117.22279,32.88506
3387,2014,San Diego,Scripps Memorial Hospital – La Jolla,Lung,17,,-117.22279,32.88506
3388,2014,San Diego,Scripps Memorial Hospital – La Jolla,Liver,7,,-117.22279,32.88506
3389,2014,San Diego,Scripps Memorial Hospital – La Jolla,Esophagus,4,,-117.22279,32.88506
3390,2014,San Diego,Scripps Memorial Hospital – La Jolla,Colon,38,,-117.22279,32.88506
3391,2014,San Diego,Scripps Memorial Hospital – La Jolla,Breast,247,,-117.22279,32.88506
3392,2014,San Diego,Scripps Memorial Hospital – La Jolla,Brain,19,,-117.22279,32.88506
3393,2014,San Diego,Scripps Memorial Hospital – La Jolla,Bladder,1,,-117.22279,32.88506
3394,2014,San Diego,Tri-City Medical Center – Oceanside,Stomach,2,,-117.29027,33.18394
3395,2014,San Diego,Tri-City Medical Center – Oceanside,Rectum,12,,-117.29027,33.18394
3396,2014,San Diego,Tri-City Medical Center – Oceanside,Pancreas,1,,-117.29027,33.18394
3397,2014,San Diego,Tri-City Medical Center – Oceanside,Lung,8,,-117.29027,33.18394
3398,2014,San Diego,Tri-City Medical Center – Oceanside,Colon,34,,-117.29027,33.18394
3399,2014,San Diego,Tri-City Medical Center – Oceanside,Breast,70,,-117.29027,33.18394
3400,2014,San Diego,Tri-City Medical Center – Oceanside,Brain,7,,-117.29027,33.18394
3401,2014,San Diego,Tri-City Medical Center – Oceanside,Bladder,4,,-117.29027,33.18394
3402,2014,San Diego,Tri-City Medical Center – Oceanside,Prostate,21,,-117.29027,33.18394
3403,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Stomach,15,,-117.16498,32.75387
3404,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Prostate,89,,-117.16498,32.75387
3405,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Pancreas,24,,-117.16498,32.75387
3406,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Lung,46,,-117.16498,32.75387
3407,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Liver,49,,-117.16498,32.75387
3408,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Esophagus,13,,-117.16498,32.75387
3409,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Colon,76,,-117.16498,32.75387
3410,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Breast,310,,-117.16498,32.75387
3411,2014,San Diego,UC San Diego Health System – Hillcrest Medical Center,Brain,86,,-117.16498,32.75387
